"type","sqft","sqm","price","payment_method","governorate","city","area","down_payment","bedroomscc","bathroomscc","posted_date","month","day"
"Apartment","753","70",5849675,"Installments","Cairo","New Cairo City","",2242128,"1","1","","",""
"Villa","2476","230",5500000,"Cash","Giza","6 October City","6th District","","4","4","2025-08-31","8","31"
"Townhouse","2153","200",11092000,"Installments","Giza","Sheikh Zayed City","New Zayed City","","3.0","3.0","2025-09-02","9","2"
"Villa","3929","365",33000000,"Cash","Giza","6 October City","Al Wahat Road","","4","4","2025-09-01","9","1"
"Apartment","1313","122",3600000,"Cash","Cairo","Madinaty","","","3","3","2025-09-02","9","2"
"Villa","5382","500",55000000,"Installments","North Coast","Al Alamein","New Alamein City","","5","5","2025-08-31","8","31"
"Apartment","1830","170",3600000,"Cash","Cairo","Shorouk City","El Shorouk Compounds","","3","3","2025-09-01","9","1"
"Chalet","1345","125",6500000,"Cash","Suez","Al Ain Al Sokhna","Mountain view","","2","2","2025-08-31","8","31"
"Duplex","3208","298",23954000,"Installments","Giza","Sheikh Zayed City","New Zayed City",1197700,"3","3","2025-08-20","8","20"
"Villa","4166","387",10000006,"Cash","Cairo","New Cairo City","The 1st Settlement","","4","4","2025-09-01","9","1"
"Chalet","1798","167",10500000,"Cash","North Coast","Sidi Abdel Rahman","Bo Islands","","3","3","2025-08-31","8","31"
"Apartment","1830","170",7350000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-31","8","31"
"Apartment","2024","188",12000000,"Cash","Cairo","New Cairo City","Al Andalus District","","2","2","2025-07-14","7","14"
"Villa","6727","625",87000000,"Installments","North Coast","Qesm Ad Dabaah","Ramla Lakeside",13000000,"5","5","2025-08-31","8","31"
"Townhouse","2400","223",31000000,"Installments","Cairo","New Cairo City","",1550000,"4","4","2025-09-01","9","1"
"Apartment","1539","143",7925918,"Cash","Red Sea","Hurghada","Hurghada Resorts",1188887,"1","1","2025-06-19","6","19"
"Apartment","1604","149",15180000,"Installments","North Coast","Qesm Ad Dabaah","Ghazala Bay",2680000,"3","3","2026-08-31","8","31"
"Villa","2756","256",14522593,"Cash","Giza","Sheikh Zayed City","New Zayed City","","4","4","2025-09-01","9","1"
"Townhouse","1668","155",22000000,"Cash","North Coast","Qesm Marsa Matrouh","Almaza Bay",5,"3","3","2025-07-20","7","20"
"Chalet","861","80",6100000,"Cash","Suez","Al Ain Al Sokhna","Stella Di Mare","","2","2","2025-08-31","8","31"
"iVilla","3283","305",17680000,"Cash","Cairo","New Cairo City","","","5","5","2025-08-27","8","27"
"Apartment","2099","195",10000000,"Cash","Giza","Sheikh Zayed City","6th District","","3","3","2025-09-02","9","2"
"Penthouse","2605","242",10900000,"Cash","Giza","Sheikh Zayed City","6th District","","4","4","2025-08-26","8","26"
"Villa","2368","220",53000000,"Cash","Red Sea","Hurghada","Al Gouna","","3","3","2025-08-31","8","31"
"Apartment","1884","175",2625000,"Cash","Giza","6 October City","9th District","","3","3","","",""
"Villa","4682","435",18000000,"Cash","North Coast","Ras Al Hekma","Mountain View","","3","3","2025-08-31","8","31"
"Apartment","1539","143",13600000,"Installments","Cairo","New Cairo City","",4333600,"2","2","2025-05-25","5","25"
"Chalet","1087","101",16500000,"Cash","North Coast","Sidi Abdel Rahman","Marassi","","2","2","","",""
"Apartment","2045","190",10000000,"Cash","Cairo","New Cairo City","South Investors Area","","3","3","2025-09-02","9","2"
"Duplex","2508","233",12000000,"Cash","Cairo","New Cairo City","",5000000,"4","4","2025-08-25","8","25"
"Apartment","1281","119",6000000,"Installments","Cairo","Noor City","",1550000,"2","2","2025-08-21","8","21"
"Villa","3714","345",6440000,"Cash","Giza","6 October City","Northern Expansions","","5","5","2025-08-25","8","25"
"Villa","3229","300",9228000,"Cash","Giza","6 October City","Fayoum Desert road","","5","5","2025-09-02","9","2"
"Apartment","2476","230",8500000,"Cash","Giza","Sheikh Zayed City","4th District","","3","3","2025-08-17","8","17"
"Duplex","2336","217",15750000,"Cash","North Coast","Sidi Abdel Rahman","Telal Alamein","","3","3","2024-05-26","5","26"
"Apartment","527","49",9000000,"Cash","Red Sea","Hurghada","Al Gouna","","1","1","2025-07-08","7","8"
"Villa","4058","377",50000000,"Cash","North Coast","Sidi Abdel Rahman","Seashell","","5","5","2025-08-11","8","11"
"Apartment","1152","107",4900000,"Cash","Cairo","Madinaty","","","1","1","2025-08-18","8","18"
"Villa","4951","460",18500000,"Cash","Giza","6 October City","Cairo Alexandria Desert Road","","4","4","2025-09-02","9","2"
"Chalet","9074","843",29500000,"Cash","Cairo","New Cairo City","","","4","4","2025-08-16","8","16"
"Apartment","1668","155",6000000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","2","2","2025-07-27","7","27"
"Apartment","2153","200",15000000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-15","8","15"
"Villa","2691","250",24000000,"Cash","Suez","Al Ain Al Sokhna","Stella Di Mare","","4","4","2025-08-31","8","31"
"Apartment","1593","148",5400000,"Cash","Cairo","Mostakbal City - Future City","Mostakbal City Compounds","","2","2","2025-07-22","7","22"
"Apartment","1615","150",2850000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","3","3","2025-08-31","8","31"
"Apartment","1916","178",6750000,"Cash","Alexandria","Alexandria Compounds","Alex West","","3","3","2025-09-01","9","1"
"Villa","4058","377",26000000,"Cash","Giza","6 October City","Al Wahat Road","","4","4","2025-08-20","8","20"
"Apartment","1604","149",5900000,"Installments","Giza","Sheikh Zayed City","Sheikh Zayed Compounds",780000,"2","2","2025-08-24","8","24"
"Chalet","1130","105",7500000,"Installments","North Coast","Qesm Ad Dabaah","Dose","","2","2","2025-09-02","9","2"
"Twin House","1798","167",26000000,"Cash","North Coast","Qesm Ad Dabaah","Ramla Lakeside",600000,"4","4","2025-09-01","9","1"
"Apartment","775","72",3700000,"Cash","Giza","Sheikh Zayed City","New Zayed City",370000,"1","1","2025-09-02","9","2"
"Chalet","1765","164",9000000,"Cash","Red Sea","Hurghada","Al Gouna",4030000,"2","2","2025-09-02","9","2"
"Townhouse","2906","270",22000000,"Cash","Cairo","New Cairo City","","","4","4","2025-08-19","8","19"
"Apartment","1453","135",7800000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-11","8","11"
"iVilla","2637","245",9900000,"Cash","Cairo","New Cairo City","","","3","3","2025-09-02","9","2"
"Villa","3832","356",60000000,"Cash","Cairo","New Cairo City","","","5","5","2025-09-02","9","2"
"Apartment","2422","225",7000000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-07","8","7"
"Apartment","786","73",3358000,"Installments","Red Sea","Hurghada","Hurghada Resorts",671600,"1","1","2025-08-24","8","24"
"Chalet","1561","145",16000000,"Installments","Red Sea","Hurghada","",800000,"2","2","2025-09-01","9","1"
"Chalet","3875","360",13000000,"Cash","North Coast","Sidi Abdel Rahman","Hacienda Bay","","4","4","2025-08-16","8","16"
"Townhouse","1615","150","","","North Coast","Ras Al Hekma","Salt","","3","3","2025-09-02","9","2"
"Land","90417","8400","","","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","","","2025-08-21","8","21"
"Apartment","1615","150",4600000,"Cash","Alexandria","Hay Sharq","Laurent","","2","2","2025-08-17","8","17"
"Apartment","2906","270",8000000,"Cash","Alexandria","Hay Than El Montazah","El Mandara","","3","3","2025-08-26","8","26"
"Townhouse","2045","190",19750000,"Cash","Cairo","New Cairo City","",7750000,"4","4","2025-09-01","9","1"
"Villa","4951","460",26000000,"Cash","Cairo","New Cairo City","","","4","4","2025-08-17","8","17"
"Apartment","1884","175",8500000,"Cash","Cairo","Zamalek","Brazil St.","","2","2","2025-08-01","8","1"
"Chalet","1593","148",22900000,"Installments","Red Sea","Hurghada","",1025000,"2","2","2025-08-11","8","11"
"Townhouse","2207","205",12500000,"Installments","Giza","6 October City","Northern Expansions",1600000,"3","3","2026-09-01","9","1"
"Villa","2099","195",25000000,"Installments","Red Sea","Hurghada","Makadi","","4","4","2025-09-02","9","2"
"Apartment","1798","167",8760000,"Cash","Cairo","New Heliopolis","6th District","","3","3","2025-07-09","7","9"
"Townhouse","1561","145",9000000,"Cash","North Coast","Ras Al Hekma","Mountain View","","4","4","2025-08-05","8","5"
"Apartment","1894","176",8788000,"Installments","Alexandria","Hay Sharq","Smouha",878000,"3","3","2025-09-02","9","2"
"Chalet","1119","104",14800000,"Cash","Red Sea","Hurghada","Al Gouna","","2","2","2025-09-02","9","2"
"iVilla","3283","305",19500000,"Cash","Cairo","New Cairo City","","","5","5","2025-09-01","9","1"
"Apartment","2992","278",18000000,"Cash","Cairo","New Cairo City","","","4","4","2025-08-31","8","31"
"Villa","4306","400",112000000,"Installments","North Coast","Qesm Ad Dabaah","Soul North Coast",2800000,"7","7","2025-09-02","9","2"
"Apartment","1733","161",8500000,"Cash","Cairo","New Cairo City","South Investors Area","","2","2","2025-08-31","8","31"
"Apartment","2131","198",8200000,"Cash","Giza","Sheikh Zayed City","6th District","","3","3","2025-08-20","8","20"
"Apartment","1335","124",5200000,"Cash","Cairo","New Heliopolis","New Heliopolis Compounds",1130000,"2","2","2025-08-26","8","26"
"iVilla","2368","220",16500000,"Cash","Cairo","New Cairo City","","","4","4","2025-06-30","6","30"
"Apartment","1776","165",3100000,"Cash","Giza","6 October City","Northern Expansions","","2","2","2025-08-25","8","25"
"Apartment","1948","181",8700000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-31","8","31"
"Twin House","1668","155",13200000,"Cash","North Coast","Ras Al Hekma","Mountain View","","4","4","2025-08-26","8","26"
"Apartment","807","75",3200000,"Installments","Cairo","New Cairo City","The 5th Settlement",320000,"1","1","2025-08-31","8","31"
"Chalet","1119","104",4000000,"Installments","North Coast","Ras Al Hekma","Koun","","2","2","2025-08-03","8","3"
"Chalet","1184","110",5700000,"Installments","North Coast","Ras Al Hekma","Mountain View","","3","3","2025-07-31","7","31"
"Apartment","700","65",3400000,"Cash","Giza","Sheikh Zayed City","New Zayed City",800000,"1","1","2025-08-02","8","2"
"Chalet","1033","96",5500000,"Cash","North Coast","Sidi Abdel Rahman","Marassi","","2","2","2025-08-30","8","30"
"Chalet","969","90",20000000,"Installments","North Coast","Al Alamein","Marina","","2","2","2025-09-01","9","1"
"Chalet","1464","136",3250000,"Cash","Suez","Al Ain Al Sokhna","Heaven Beach","","2","2","2025-08-13","8","13"
"Apartment","1399","130",5567333,"Cash","Giza","6 October City","6 October Compounds","","2","2","2025-08-31","8","31"
"Apartment","678","63",1400000,"Cash","Giza","Sheikh Zayed City","11th District","","1","1","2025-08-26","8","26"
"Villa","2045","190",60000000,"Cash","Red Sea","Hurghada","Al Gouna","","4","4","2025-09-01","9","1"
"Chalet","1184","110",14500000,"Cash","North Coast","Sidi Abdel Rahman","Marassi","","1","1","2025-09-01","9","1"
"Apartment","2347","218",22000000,"Cash","Cairo","Mokattam","Uptown Cairo","","3","3","2025-09-01","9","1"
"Apartment","743","69",5050000,"Cash","Cairo","Madinaty","",1400000,"1","1","2025-08-16","8","16"
"Apartment","1561","145",6800000,"Cash","Cairo","Madinaty","","","2","2","2025-08-23","8","23"
"Apartment","1722","160",4300000,"Cash","Giza","Sheikh Zayed City","","","3","3","2025-09-01","9","1"
"Apartment","1776","165",16300000,"Cash","Alexandria","Alexandria Compounds","Palm Hills","","3","3","2025-05-14","5","14"
"Chalet","1076","100",2400000,"Cash","Suez","Al Ain Al Sokhna","Lasirena Mini Egypt","","2","2","2025-07-18","7","18"
"Villa","2443","227",64500000,"Installments","Cairo","Mokattam","Uptown Cairo",17823000,"3","3","2025-05-06","5","6"
"Villa","3035","282",25062000,"Cash","North Coast","Qesm Marsa Matrouh","Fouka Bay","","4","4","2025-08-25","8","25"
"Chalet","1615","150",9200000,"Cash","North Coast","Ras Al Hekma","Hacienda West","","4","4","2025-08-25","8","25"
"Villa","2497","232",5800000,"Cash","Giza","6 October City","Cairo Alexandria Desert Road","","4","4","2025-08-28","8","28"
"Apartment","1399","130",9900000,"Cash","Giza","6 October City","South Dahshur Link",4500000,"3","3","2025-08-19","8","19"
"Chalet","1076","100",2050000,"Cash","Suez","Al Ain Al Sokhna","Porto Sokhna","","2","2","2025-07-25","7","25"
"Apartment","1679","156",16500000,"Cash","Cairo","New Cairo City","","","2","2","2025-08-30","8","30"
"Villa","4058","377",45000000,"Cash","North Coast","Sidi Abdel Rahman","Playa Resort","","5","5","2025-08-11","8","11"
"Chalet","1539","143",17618000,"Cash","North Coast","Ras Al Hekma","Azha North",1761000,"3","3","2025-08-20","8","20"
"Chalet","1076","100",7000000,"Cash","North Coast","Qesm Ad Dabaah","D-Bay","","2","2","2025-07-29","7","29"
"Townhouse","1615","150",9000000,"Cash","North Coast","Ras Al Hekma","Jefaira","","2","2","2025-08-30","8","30"
"Chalet","1163","108",3500000,"Cash","Suez","Al Ain Al Sokhna","Porto Sokhna","","2","2","2025-08-23","8","23"
"Chalet","1130","105",9000000,"Cash","North Coast","Ras Al Hekma","Hacienda West","","1","1","2025-06-08","6","8"
"Duplex","2207","205",23000000,"Cash","Cairo","Mostakbal City - Future City","Mostakbal City Compounds","","3","3","2025-08-21","8","21"
"Duplex","2960","275",16442400,"Cash","Cairo","New Cairo City","",1644240,"4","4","2025-08-21","8","21"
"Villa","6760","628",63204872,"Cash","North Coast","Qesm Ad Dabaah","Ramla Lakeside",2730949,"5","5","2025-08-30","8","30"
"Apartment","1830","170",8000000,"Cash","Cairo","New Cairo City","","","2","2","2025-08-31","8","31"
"Apartment","1399","130",3000000,"Cash","North Coast","Al Alamein","New Alamein City","","3","3","2025-08-31","8","31"
"Chalet","1507","140",7000000,"Cash","North Coast","Sidi Abdel Rahman","Seashell","","2","2","2025-08-13","8","13"
"Chalet","1066","99",1800000,"Cash","Suez","Al Ain Al Sokhna","Porto Sokhna","","2","2","2025-08-10","8","10"
"Apartment","1776","165",11600000,"Installments","Cairo","New Cairo City","",3000000,"2","2","2025-09-01","9","1"
"Villa","3444","320",70000000,"Installments","Red Sea","Hurghada","","","4","4","2025-08-28","8","28"
"Apartment","1722","160",5800000,"Cash","Giza","6 October City","","","2","2","2025-08-20","8","20"
"Penthouse","2110","196","","","Cairo","New Cairo City","South Investors Area","","3","3","2025-07-16","7","16"
"iVilla","2691","250",11200000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-05","8","5"
"Penthouse","1819","169",13700000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-31","8","31"
"Chalet","700","65",7200000,"Installments","North Coast","Ras Al Hekma","Naia bay","","1","1","2025-09-01","9","1"
"Apartment","926","86",6763900,"Cash","Red Sea","Hurghada","Hurghada Resorts",1352780,"1","1","2025-07-27","7","27"
"Apartment","2637","245",26500000,"Cash","Cairo","New Cairo City","","","4","4","2025-08-25","8","25"
"Duplex","1776","165",6745880,"Cash","Cairo","New Cairo City","","","3","3","2025-06-18","6","18"
"Townhouse","3918","364",26400000,"Cash","Giza","6 October City","6 October Compounds",3200000,"8","7","2025-09-02","9","2"
"Apartment","1884","175",6300000,"Cash","Cairo","New Cairo City","","","2","2","2025-08-31","8","31"
"Chalet","1119","104",14800000,"Cash","Red Sea","Hurghada","Al Gouna","","2","2","2025-08-02","8","2"
"Chalet","1798","167",40000000,"Cash","North Coast","Qesm Ad Dabaah","La Vista",8000000,"3","3","2025-08-23","8","23"
"Chalet","1238","115",9750000,"Cash","North Coast","Ras Al Hekma","June","","2","2","2025-08-25","8","25"
"Chalet","2497","232",33300000,"Cash","North Coast","Qesm Marsa Matrouh","Caesar","","3","3","2025-08-19","8","19"
"Villa","4951","460",9000000,"Cash","Giza","6 October City","Green Belt",2700000,"5","5","2025-09-02","9","2"
"Apartment","1163","108",4500000,"Cash","Giza","6 October City","6 October Compounds","","2","2","2025-08-04","8","4"
"Villa","2422","225",26630000,"Cash","North Coast","Qesm Marsa Matrouh","Caesar","","3","3","2025-09-02","9","2"
"Apartment","1615","150",4000000,"Cash","Alexandria","Hay Sharq","Smouha","","2","2","2025-09-02","9","2"
"Apartment","2476","230",7250000,"Cash","Alexandria","Hay Sharq","Roushdy","","3","3","2025-08-04","8","4"
"Apartment","1970","183",9950000,"Cash","Alexandria","Hay Sharq","Smouha","","3","3","2025-08-31","8","31"
"Apartment","1722","160",5000000,"Cash","Giza","6 October City","6 October Compounds","","3","3","2025-08-20","8","20"
"Villa","4306","400",55000000,"Cash","North Coast","Sidi Abdel Rahman","Marassi","","4","4","2025-09-01","9","1"
"Apartment","1367","127",8531215,"Cash","Cairo","New Cairo City","",3294331,"3","3","2025-08-28","8","28"
"Apartment","2120","197",5000000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-23","8","23"
"Townhouse","2691","250",15000000,"Cash","Cairo","Shorouk City","El Shorouk Compounds","","4","4","2025-08-20","8","20"
"Chalet","1281","119",11635000,"Cash","Red Sea","Hurghada","Al Gouna","","2","2","2025-09-02","9","2"
"Twin House","1507","140",17500000,"Cash","Suez","Al Ain Al Sokhna","Telal Al Sokhna",4500000,"3","3","2025-08-28","8","28"
"Apartment","1636","152",3600000,"Cash","Cairo","Mostakbal City - Future City","Mostakbal City Compounds","","3","3","2025-08-10","8","10"
"Apartment","1884","175",7500000,"Cash","Cairo","New Cairo City","","","4","4","2025-08-24","8","24"
"Apartment","1991","185",7000000,"Cash","Giza","6 October City","6 October Compounds","","2","2","2025-09-01","9","1"
"Apartment","1184","110",5000000,"Cash","Giza","6 October City","26th of July Corridor","","2","2","2025-09-01","9","1"
"Apartment","1701","158",10000000,"Cash","Giza","6 October City","6 October Compounds","","2","2","2025-09-01","9","1"
"Chalet","431","40",5000000,"Cash","North Coast","Ras Al Hekma","Gaia","","1","1","2025-08-23","8","23"
"Apartment","1528","142",8841752,"Installments","Red Sea","Hurghada","Sahl Hasheesh",884175,"1","1","2025-08-21","8","21"
"Apartment","1808","168",4400000,"Cash","Cairo","Mostakbal City - Future City","Mostakbal City Compounds","","3","3","2025-08-23","8","23"
"Chalet","807","75",2700000,"Cash","Suez","Al Ain Al Sokhna","Piacera","","1","1","2025-08-21","8","21"
"Chalet","2411","224",25000000,"Cash","North Coast","Sidi Abdel Rahman","Hacienda Bay","","3","3","2025-08-26","8","26"
"Apartment","1238","115",20000000,"Installments","North Coast","Ras Al Hekma","June",1000000,"2","2","2025-09-02","9","2"
